Medicine Name,Uses,
Reclimet MR Tablet,Treatment of Type 2 diabetes mellitus,
Recofast LM Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Ropark XL 4 Tablet, Parkinson's disease Restless leg syndrome,
Rostrum-D Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Revas-AM 2.5 Tablet, Hypertension (high blood pressure),
Rexidin Mouth Wash,Treatment of Mouth infection,
Riasis 30mg Tablet, Plaque psoriasis,
Rotocef 500mg Tablet,Treatment of Bacterial infections,
Rafacol LS Tablet CR,Treatment of Ulcerative colitis,
Ramicure 2.5mg Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Rozstyl 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Ramisave 10 Capsule,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Rifarex 550mg Tablet,Treatment of Hepatic encephalopathyTreatment of Infectious diarrhea,
Rostar-F Tablet,Treatment of High cholesterolPrevention of Heart attack,
Rospitril Plus 4 Tablet MD, Schizophrenia,
Revelol-CH 50mg/12.5mg Tablet ER, Hypertension (high blood pressure),
Rami Race 5 Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Rosurica 20 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rivofonet Tablet,Treatment of Chronic hepatitis B virus (HBV) infection,
Rosta 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rabe-Max DSR Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Ranx 1000 Tablet ER,Treatment of Angina (heart-related chest pain),
Rivizole F Ointment,Treatment of Fungal skin infections,
Ranozest 500 SR Tablet,Treatment of Angina (heart-related chest pain),
Ramistar-A 2.5 Tablet, Hypertension (high blood pressure),
Raptic 50 Injection,Treatment of Post menopausal osteoporosis,
Relysal Ointment,Treatment of EczemaTreatment of Psoriasis,
Remo Zen M 100mg/1000mg Tablet,Treatment of Type 2 diabetes mellitus,
Rastrol 20 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rabetex 20mg Tablet,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer diseaseTreatment of Zollinger-Ellison syndrome,
Revas-H Tablet,Treatment of Hypertension (high blood pressure),
Rozution-T Tablet, High blood pressure with high cholesterol,
Ritocom 50 mg/200 mg Tablet, HIV infection,
Rovio 5 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Renvela 800mg Sachet, High phosphate levels in blood,
Rabezox-D Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Risnia MD 4 Tablet,Treatment of SchizophreniaTreatment of Mania,
Rozula 20mg Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rovio 20 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Ramisave H 5 Capsule, Hypertension (high blood pressure),
Repepsa D 30mg/10mg Capsule, Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease,
Rexizole 1% Cream,Treatment of Fungal skin infections,
Rubrosin-D Tablet, Pain relief,
Roximclav 625 Tablet,Treatment of Bacterial infections,
Regrowee 5% Gel,Treatment of Hair loss,
Ronycuf S Syrup, Cough with mucus,
Recosulin R 40IU/ml Injection, Diabetes,
Respicure FM 10 mg/120 mg Tablet,Treatment of Sneezing and runny nose due to allergies,
Rebeat 2.5mg Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Rosbest 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rebeat 2.5mg Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Rosbest 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rexidin Mouth Wash,Treatment of Mouth infection,
Rizora ODS 10 Disintegrating Strip, Acute migraine headache,
Rosupack 20 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Rozustat 10 D Tablet, High cholesterol,
Rizora ODS 5 Disintegrating Strip, Acute migraine headache,
Rosave D 20 Tablet, High cholesterol,
Rosave D 20 Tablet, High cholesterol,
Regrow 5% Solution,Treatment of Hair loss,
Rosucia-Gold Capsule, Heart attack,
Riax-M XR 5mg/1000mg Tablet,Treatment of Type 2 diabetes mellitus,
Rabio Vaccine, Prevention of Rabies,
Raptac Tablet,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer diseaseTreatment of Zollinger-Ellison syndrome,
Ramilace 5mg Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Spexib Capsule, Non-small cell lung cancer,
Stemetil MD Tablet,Treatment of VertigoTreatment of NauseaTreatment of VomitingTreatment of MigraineTreatment of Short term anxiety,
Sumo Tablet, Pain relief,
Sompraz D 40 Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Functional dyspepsia,
Signoflam Tablet, Pain relief,
Surfaz-SN Cream,Treatment of Skin infections,
Solvin Cold Tablet,Treatment of Common cold,
Sompraz 40 Tablet,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer diseaseTreatment of Zollinger-Ellison syndrome,
Stugeron Tablet,Treatment of Motion sicknessTreatment of VertigoTreatment of Meniere's disease,
Sucral-O Suspension,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Sorbitrate 5 Tablet,Prevention of Angina (heart-related chest pain),
Sibelium 10mg Tablet,Prevention of Migraine,
Sucrafil O Gel Sugar Free,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Septran DS 800mg/160mg Tablet,Treatment of Bacterial infections,
Smuth Cream,Treatment of Piles,
Sumo Cold Tablet,Treatment of Common cold,
Silodal 8 Capsule,Treatment of Benign prostatic hyperplasia,
Syndopa Plus Tablet,Treatment of Parkinson's disease,
Silodal-D 8 Capsule,Treatment of Benign prostatic hyperplasia,
Susten SR 200 Tablet, Hormone replacement therapyTreatment of Female infertility,
Susten 200 Soft Gelatin Capsule, Hormone replacement therapyTreatment of Female infertility,
Seroflo 250 Inhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Stamlo 5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Suhagra 100 Tablet,Treatment of Erectile dysfunction,
Sucral Suspension,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Sucral Ano Cream,Treatment of Anal fissure,
Skinlite Cream,Treatment of Melasma,
Spasmonil 20mg/325mg Tablet,Treatment of Abdominal pain,
Skinshine Cream,Treatment of Melasma,
Susten SR 300 Tablet, Hormone replacement therapyTreatment of Female infertility,
Sucrafil Suspension Sugar Free,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Strocit Plus Tablet, Stroke,
Sompraz L Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Satrogyl-O Tablet,Treatment of DiarrheaTreatment of Dysentery,
Sporidex 500 Capsule,Treatment of Bacterial infections,
Stemetil Injection,Treatment of AnxietyTreatment of NauseaTreatment of VomitingTreatment of MigraineTreatment of VertigoTreatment of Short term anxiety,
Solvin Cold Syrup,Treatment of Common cold,
Stugeron Forte Tablet,Treatment of Motion sicknessTreatment of VertigoTreatment of Meniere's disease,
Stugeron Plus Tablet,Treatment of Vertigo,
Soliten 5mg Tablet,Treatment of Overactive bladder (OAB) symptoms,
Swich CV 325 Tablet,Treatment of Respiratory tract infection,
Swich 200 Tablet,Treatment of Bacterial infections,
Sitcom Tablet,Treatment of Piles,
Suhagra 50 Tablet,Treatment of Erectile dysfunction,
Sinarest LP New Tablet,Treatment of Common cold,
Sizodon MD 0.5 Tablet,Treatment of SchizophreniaTreatment of Mania,
Serta 25 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Serta 50 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Sibelium 5mg Tablet,Prevention of Migraine,
Sinarest Paediatric Drops,Treatment of Common cold,
SN 15 Plus Tablet, Pain relief,
Sensiclav 625 Tablet,Treatment of Bacterial infections,
Strocit 500 Tablet,Treatment of StrokeTreatment of Head injuryTreatment of Alzheimer's diseaseTreatment of Dementia in Parkinson's disease,
Sporidex-CV 750 Tablet ER, Bacterial infections,
Storvas 10 Tablet, High cholesterolPrevention of Heart attack,
Symbal 20 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Diabetic nerve painTreatment of FibromyalgiaTreatment of Neuropathic painTreatment of Stress urinary incontinence,
Supacef 1.5gm Powder for Injection,Treatment of Bacterial infections,
Sysron-N Tablet,Treatment of Heavy menstrual bleedingTreatment of Pain during menstruationTreatment of EndometriosisTreatment of Premenstrual syndrome (PMS),
Stamlo Beta Tablet,Treatment of Hypertension (high blood pressure),
Solu-Medrol 1gm Injection,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Sorbitrate 10 Tablet,Prevention of Angina (heart-related chest pain)Controlling Heart failure,
Serenace Injection 1ml, Schizophrenia,
Secnil Forte Tablet, Bacterial & parasitic infections,
Seloken XL 25mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Stalopam 10 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Sebonac Gel, Acne,
Sompraz IT Capsule SR, Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease,
Setolac 300 ER Tablet, Pain relief,
Silofast D 8 Tablet,Treatment of Benign prostatic hyperplasia,
Soha 0.1% Eye Drop,Treatment of Dry eyes,
Starpress XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Sumo L 650 Tablet, Pain reliefTreatment of Fever,
Sotret 20mg Capsule,Treatment of Acne,
Styptovit E 500mg Tablet, Bleeding,
Stanlip 145mg Tablet, High cholesterol,
Sompraz HP Combipack,Treatment of Peptic ulcer disease,
Sumo L DS Suspension, Pain reliefTreatment of Fever,
Silofast 8 Capsule,Treatment of Benign prostatic hyperplasia,
Starpress XL 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Supirocin Ointment,Treatment of Bacterial skin infections,
Spasmodart Tablet, Abdominal pain,
Surfaz Cream,Treatment of Fungal skin infections,
Sensival 25 Tablet, Depression Bed-wetting Neuropathic pain,
Solvin Cold AF Syrup,Treatment of Common cold,
Stator 10 Tablet, High cholesterolPrevention of Heart attack,
Solvin Cold Drop,Treatment of Common cold,
Super Manforce Tablet,Treatment of Erectile dysfunctionTreatment of Pulmonary arterial hypertension (PAH),
Seroflo 250 Rotacap,Treatment of Chronic obstructive pulmonary disease (COPD),
Safexim 200mg Tablet,Treatment of Bacterial infections,
Smuth Capsule, Constipation,
Silybon Suspension, Chronic liver disease Liver cirrhosis,
Syscan 150 Capsule,Treatment of Fungal infections,
Sebowash  Shampoo, Dandruff,
Stiloz 100 Tablet,Treatment of Intermittent claudication,
Sustanon 250 Injection,Treatment of Male hypogonadism,
Seradic-P Tablet, Pain relief,
Scaboma Lotion, Scabies,
Sysron-NCR Tablet,Treatment of Heavy menstrual bleedingTreatment of Pain during menstruationTreatment of EndometriosisTreatment of Premenstrual syndrome (PMS),
Sofinox Cream, Bacterial skin infections,
Sizodon LS Tablet, Schizophrenia,
Siloderm Mixi Cream,Treatment of Skin infections,
Susten 400 Soft Gelatin Capsule, Hormone replacement therapyTreatment of Female infertility,
Stugil Tablet, Vertigo,
Stablanz-PV Tablet, Meniere's disease,
Swich 100 Dry Syrup,Treatment of Bacterial infections,
Snake Venom Antiserum Injection, Snake Bite,
Solicept 5 Tablet,Treatment of Overactive bladder (OAB) symptoms,
Swich 50 Dry Syrup,Treatment of Bacterial infections,
Skelebenz 15 Capsule ER, Muscle relaxation,
Sumo L Plus Paediatric Suspension, Pain reliefTreatment of Fever,
Seloken XL 50mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Sizodon Plus Tablet, Schizophrenia,
Syndopa CR Tablet,Treatment of Parkinson's disease,
Superspas RF Injection,Treatment of Abdominal pain,
Susten 100 Injection, Hormone replacement therapy Female infertility,
Sumo L Drops, Pain reliefTreatment of Fever,
Stamlo 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Stamlo-T Tablet,Treatment of Hypertension (high blood pressure),
Sildoo 8 Capsule,Treatment of Benign prostatic hyperplasia,
Storvas 20 Tablet, High cholesterolPrevention of Heart attack,
Storvas 40 Tablet, High cholesterolPrevention of Heart attack,
Strocit Injection,Treatment of StrokeTreatment of Head injuryTreatment of Alzheimer's diseaseTreatment of Dementia in Parkinson's disease,
Sylate 500 Tablet, Bleeding,
Sufrate LA Cream,Treatment of Anal fissure,
Spasmonil Plus Tablet,Treatment of Menstrual painTreatment of Abdominal cramp,
Solacid-O Suspension Sugar Free, Acidity Heartburn Stomach ulcers,
Sedogest 300mg Tablet,Treatment of Primary biliary cirrhosisTreatment of Gallbladder stones,
Sebifin Tablet, Fungal infections,
Silnafil 25mg Tablet,Treatment of Erectile dysfunction,
Suhagra 25 Tablet,Treatment of Erectile dysfunction,
Suvida Tablet, Contraception,
Sotret NF 16mg Capsule,Treatment of Acne,
Soliten 10mg Tablet,Treatment of Overactive bladder (OAB) symptoms,
Solvin-OD Tablet SR, Sneezing and runny nose due to allergies,
Sporidex AF 750 Tablet ER,Treatment of Bacterial infections,
Suminat 50 Tablet, Acute migraine headache,
Stablon Tablet, Depression,
Septran Paediatric Oral Suspension,Treatment of Bacterial infections,
Swich Drops,Treatment of Bacterial infections,
Sepgard AR Gel, Wound infection,
Sucral MU Ointment, Burns,
Solvin LS Syrup,Treatment of Cough with mucus,
Sumo L 125 Suspension, Pain reliefTreatment of Fever,
Spenzo 0.5 Tablet, Schizophrenia Depression Bipolar disorder,
Sorbidiol 300 Tablet,Treatment of Primary biliary cirrhosisTreatment of Gallbladder stones,
Sorliv Oral Solution, Fatty liver disease,
Sartel 40 Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Stafcure 500 Tablet,Treatment of Bacterial infections,
Sartel AM Tablet,Treatment of Hypertension (high blood pressure),
Stator-F Tablet,Treatment of High cholesterolPrevention of Heart attack,
Siphene Tablet,Treatment of Female infertility,
Sinus 77 Tablet,Treatment of Common cold,
Suprox SR Tablet,Treatment of Premature LaborTreatment of Peripheral vascular disease,
Sotret 10mg Capsule,Treatment of Acne,
Saltum Tablet, Bacterial infections,
Solvin Cold DS Syrup,Treatment of Common cold,
Serlift 50 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Sucraday O Syrup,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Stelbid Tablet, Irritable bowel syndrome,
Sizopin 25 Tablet, Schizophrenia,
Susten 200 Injection, Hormone replacement therapy Female infertility,
Sparacid DS Suspension,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Supatret 0.04 Aqueous Gel,Treatment of Acne Acute promyelocytic leukaemia,
Seroflo 125 Inhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Snapit 85mg/500mg Tablet,Treatment of Migraine,
Sompraz D 20 Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Functional dyspepsia,
Sompraz 20 Tablet,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer diseaseTreatment of Zollinger-Ellison syndrome,
Serta 100 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Synriam 150/750mg Tablet,Treatment of Malaria,
Syntran 200 Capsule,Treatment of Fungal infections,
Soventus Jr Syrup, Cough with mucus,
Sulpitac 50 Tablet, Schizophrenia,
Scabelice Lotion, Scabies,
Silotime 8 Capsule,Treatment of Benign prostatic hyperplasia,
Signoflam-TH 4 Tablet,Treatment of Muscular pain,
Syndopa CR 125 Tablet,Treatment of Parkinson's disease,
Sporidex 250 Capsule,Treatment of Bacterial infections,
Stalopam 5 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Solvin Cold AF Oral Drops,Treatment of Common cold,
Stafcure CV 500 Tablet,Treatment of Bacterial infections,
Sumo L IV Infusion, Pain reliefTreatment of Fever,
Silybon 70mg Tablet, Chronic liver disease Liver cirrhosis,
Sylate T 500mg/250mg Tablet, Heavy menstrual bleeding,
Solitral Capsule ER,Treatment of Benign prostatic hyperplasia,
Sulpitac 100 Tablet, Schizophrenia,
Saril Tablet,Treatment of Bacterial & parasitic infections,
Stopache Tablet,Treatment of Headache,
Sartel Trio Tablet, Hypertension (high blood pressure),
Syntran Capsule,Treatment of Fungal infections,
Susten 300 Soft Gelatin Capsule, Hormone replacement therapyTreatment of Female infertility,
Sternon-S Lotion, Eczema Psoriasis,
Sulisent 100mg Tablet,Treatment of Type 2 diabetes mellitus,
Step-UP Syrup,Treatment of Allergic conditions Appetite stimulant,
Solu-Medrol 500mg Injection,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Sporidex 100mg Paediatric Drops,Treatment of Bacterial infections,
Silodal 4 Capsule,Treatment of Benign prostatic hyperplasia,
Stamlo D Tablet, Hypertension (high blood pressure),
Synca Eye Drop,Treatment of Glaucoma,
Scabex Lotion, Scabies,
Siphene 100 Tablet,Treatment of Female infertility,
Symbicort 160mcg/4.5mcg Turbuhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Soliact 5 Tablet,Treatment of Overactive bladder (OAB) symptoms,
Sudin Cold Tablet,Treatment of Common cold,
Sistal Forte Tablet, Pain reliefTreatment of Swelling,
Semi Reclimet 40mg/500mg Tablet,Treatment of Type 2 diabetes mellitus,
Sibofix 400 Tablet,Treatment of Hepatic encephalopathyTreatment of Infectious diarrhea,
Sartel-LN 40 Tablet,Treatment of Hypertension (high blood pressure),
Sevcar 400 Tablet, High phosphate levels in blood,
Sizopin 100mg Tablet, Schizophrenia,
Sgltr Tablet,Treatment of Type 2 diabetes mellitus,
Serowel Tablet, Pain relief Swelling,
Sizodon Forte Tablet, Schizophrenia,
S-Mucolite Syrup, Cough,
Symbal 30 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Diabetic nerve painTreatment of FibromyalgiaTreatment of Neuropathic painTreatment of Stress urinary incontinence,
Superspas Oral Gel Orange Sugar Free, Acidity Stomach ulcers Bloating,
Seradic-AP Tablet, Pain relief,
Sparacid O Oral Suspension Mint No Added Sugar,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Simbrinza Ophthalmic Suspension,Treatment of Glaucoma,
Sporidex AF 375 Tablet ER,Treatment of Bacterial infections,
Sildoo-D8 Capsule Combipack,Treatment of Benign prostatic hyperplasia,
Sefdin Capsule, Bacterial infections,
Scabisin Lotion, Scabies,
Suminat 25 Tablet, Acute migraine headache,
Supatret C Aqueous Gel,Treatment of Acne,
Sucral Cream,Treatment of Skin conditions with inflammation & itchingTreatment of Intestinal ulcersTreatment of Stomach ulcers,
Skin Shine Cream,Treatment of Melasma,
Sizodon 1 Tablet,Treatment of SchizophreniaTreatment of Mania,
Serlift 25 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Sonaderm-NM Cream,Treatment of Skin infections,
Suthin Gold Eye Drop,Treatment of Allergic eye disease,
Suthin Eye Drop,Treatment of Allergic eye disease,
Spectra 25mg Capsule,Treatment of InsomniaTreatment of DepressionTreatment of Anxiety disorder,
Sartel-Beta 50 Tablet ER,Treatment of Hypertension (high blood pressure),
Softvisc New Softvisc Lubricant Eye Drop,Treatment of Dry eyes,
Soventus-LS Syrup,Treatment of Cough with mucus,
Smulax Liquid,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Smuth Fiber,Treatment of Constipation,
Sirdalud 2mg Tablet, Muscle relaxation,
Solvin Cough Tablet,Treatment of Dry cough,
Sorvate Ointment,Treatment of Psoriasis,
Semi-Amaryl Tablet,Treatment of Type 2 diabetes mellitus,
Sovihep V Tablet,Treatment of Chronic hepatitis C virus (HCV) infection,
Susten 8% Gel, Hormone replacement therapyTreatment of Female infertility,
Saflutan Eye Drop, Glaucoma Ocular hypertension,
Spegra Tablet, HIV infection,
Seroflo 250 Synchrobreathe,Treatment of Chronic obstructive pulmonary disease (COPD),
Syscan 200 Capsule,Treatment of Fungal infections,
Sibolone Tablet, Hormone replacement therapy Post menopausal osteoporosis,
Sorbidiol 150 Tablet,Treatment of Primary biliary cirrhosisTreatment of Gallbladder stones,
Seriva Cream,Treatment of Fungal skin infectionsTreatment of Fungal infections,
Sartel H 40 Tablet,Treatment of Hypertension (high blood pressure),
Softdrops Liquigel,Treatment of Dry eyes,
Solvin-EX Expectorant Passion Fruit Sugar Free, Cough with mucus,
Solu-Medrol 125mg Injection,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Solvin-DX Syrup Raspberry Sugar Free,Treatment of Dry cough,
S-Numlo 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain)Prevention of Heart attackPrevention of Stroke,
Symbiotik Capsule, Bacterial infections,
Sensiclav BD 228.5mg Dry Syrup,Treatment of Resistance Tuberculosis (TB)Treatment of Bacterial infections,
Sifasi 5000IU Injection,Treatment of Female infertilityTreatment of Male hypogonadism,
Susten 100 Soft Gelatin Capsule, Hormone replacement therapyTreatment of Female infertility,
Sebifin Plus Cream,Treatment of Fungal skin infections,
Salbair 50mcg Transhaler, Chronic obstructive pulmonary disease (COPD)Treatment of Asthma,
Sylate 250 Tablet, Bleeding,
Susten SR 400 Tablet, Hormone replacement therapyTreatment of Female infertility,
Seroflo 100 Rotacaps,Treatment of Chronic obstructive pulmonary disease (COPD),
Spastone Tablet,Treatment of Menstrual painTreatment of Abdominal cramp,
Sizodon Oral Solution,Treatment of SchizophreniaTreatment of Mania,
Silvacure Plus Cream, Burns Wound infection,
Suganril Tablet, Pain relief,
Superia DSR Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Siphene -M Tablet,Treatment of Male infertilityTreatment of Female infertility,
Symhylo 1% Eye Drop,Treatment of Dry eyes,
Soha 0.1% Eye Drop,Treatment of Dry eyes,
Supermet XL 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Sreyas Tablet,Treatment of Common cold,
Sartel-Beta 25 Tablet ER,Treatment of Hypertension (high blood pressure),
Sumo L 120 Suspension Strawberry, Pain reliefTreatment of Fever,
Salbetol 4mg Tablet,Treatment of Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,
Strone 200 Capsule, Hormone replacement therapyTreatment of Female infertility,
Synaptol SR 150 Tablet, Muscle relaxation,
Sporanox Capsule,Treatment of Fungal infections,
Smarti-M Tablet, Sneezing and runny nose due to allergies,
S-Numlo 5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain)Prevention of Heart attackPrevention of Stroke,
Solitair Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
SR Pevesca Plus 75 Tablet, Neuropathic pain,
Spasmindon Paediatric Drops,Improving Abdominal painTreatment of Irritable bowel syndrome,
Sysfol Plus Tablet,Treatment of Nausea and vomiting in pregnancy,
Skinbrite Cream,Treatment of Melasma,
Sinate -OD Tablet,Treatment of Nausea and vomiting in pregnancy,
Seromune 500 Tablet, Prevention of organ rejection in transplant patients,
Soltus 50 Tablet, Schizophrenia,
Solvin Cough Syrup Sugar Free,Treatment of Dry cough,
Sudif Cream,Treatment of Bacterial skin infections Bacterial eye infections,
Selgin Tablet, Parkinson's disease,
Seradic Tablet, Pain relief,
Salbair-I Transhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Synflorix Vaccine," Prevention of pneumonia, meningitis, blood infection & ear infection",
Syncapone 100 Tablet, Parkinson's disease,
Syndopa 275 Tablet,Treatment of Parkinson's disease,
Sizodon 2 Tablet,Treatment of SchizophreniaTreatment of Mania,
Stelbid 2 Tablet, Irritable bowel syndrome,
Susten VT 200 Tablet, Hormone replacement therapyTreatment of Female infertility,
Sizopin 50 Tablet, Schizophrenia,
Stamlo 10 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Starpress-AM XL 50 Tablet,Treatment of Hypertension (high blood pressure),
Stator 20 Tablet, High cholesterolPrevention of Heart attack,
Starclav 625 Tablet,Treatment of Bacterial infections,
Sufrate O Suspension,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Storfib 145 Tablet,Treatment of High cholesterolPrevention of Heart attack,
Sustanon 100 Injection,Treatment of Male hypogonadism,
Soft Tears Eye Drop,Treatment of Dry eyes,
Safecet Tablet,Treatment of Allergic conditions,
Safepodox 200mg Tablet DT,Treatment of Bacterial infections,
Soframax Cream, Bacterial skin infections,
Solicept 10 Tablet,Treatment of Overactive bladder (OAB) symptoms,
Surfaz Dusting Powder,Treatment of Fungal skin infections,
Stoplos A Plus Tablet Lemon,Treatment of OsteoporosisTreatment of Paget's disease,
SR Fil Enema,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Sporidex Oral Suspension,Treatment of Bacterial infections,
Sebifin Cream, Fungal skin infections,
Salbair Neb 0.63 Transpules, Chronic obstructive pulmonary disease (COPD)Treatment of Asthma,
Serenace Liquid, Schizophrenia,
Sorvate C Ointment, Psoriasis,
Solfe Tablet, Iron deficiency anemia,
Sucramal-O Oral Suspension,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Silocap 8 Capsule,Treatment of Benign prostatic hyperplasia,
Swich 100 DT Tablet,Treatment of Bacterial infections,
Sicriptin Tablet, High levels of prolactin Female infertility Acromegaly,
Sysron-NCR 15 Tablet,Treatment of Heavy menstrual bleedingTreatment of Pain during menstruationTreatment of EndometriosisTreatment of Premenstrual syndrome (PMS),
Storvas 80 Tablet, High cholesterolPrevention of Heart attack,
Skinshine Cream,Treatment of Melasma,
Swich CV 50 Dry Syrup,Treatment of Respiratory tract infection,
Sevcar 800 Tablet, High phosphate levels in blood,
Silotrif 8 Capsule,Treatment of Benign prostatic hyperplasia,
Stablanz Tablet, Vertigo,
Sulpitac 200 Tablet, Schizophrenia,
